Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
09/30/2020,02/01/2020,09/26/2020,Kentucky,Female,18-29 years,0,192,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Kentucky,Female,25-34 years,,245,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Kentucky,Female,30-49 years,,907,53,,,64,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Kentucky,Female,35-44 years,,407,25,,,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Kentucky,Female,45-54 years,16,879,63,,,77,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Kentucky,Female,50-64 years,67,"2,513",204,37,14,247,
09/30/2020,02/01/2020,09/26/2020,Kentucky,Female,55-64 years,56,"1,991",164,32,13,200,
09/30/2020,02/01/2020,09/26/2020,Kentucky,Female,65-74 years,107,"2,995",292,50,13,361,
09/30/2020,02/01/2020,09/26/2020,Kentucky,Female,75-84 years,175,"3,893",389,83,,486,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Kentucky,Female,85 years and over,279,"4,803",419,97,12,613,
09/30/2020,02/01/2020,09/26/2020,Kentucky,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Kentucky,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Kentucky,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Kentucky,Unknown,1-4 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Kentucky,Unknown,5-14 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Kentucky,Unknown,15-24 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Kentucky,Unknown,18-29 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Kentucky,Unknown,25-34 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Kentucky,Unknown,30-49 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Kentucky,Unknown,35-44 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Kentucky,Unknown,45-54 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Kentucky,Unknown,50-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Kentucky,Unknown,55-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Kentucky,Unknown,65-74 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Kentucky,Unknown,75-84 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Kentucky,Unknown,85 years and over,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Louisiana,All Sexes,All Ages,"4,768","34,967","3,651","2,325",74,"6,162",
09/30/2020,02/01/2020,09/26/2020,Louisiana,Male,All Ages,"2,512","18,187","1,963","1,261",34,"3,245",
09/30/2020,02/01/2020,09/26/2020,Louisiana,Male,Under 1 year,0,117,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Louisiana,Male,0-17 years,,234,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Male,1-4 years,,26,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Male,5-14 years,,47,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Male,15-24 years,,279,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Male,18-29 years,14,508,17,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Male,25-34 years,20,583,23,10,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Male,30-49 years,134,"1,702",91,58,,171,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Male,35-44 years,57,813,49,30,,77,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Male,45-54 years,151,"1,352",84,64,,176,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Male,50-64 years,456,"3,833",344,230,,577,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Male,55-64 years,369,"3,060",289,187,,475,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Male,65-74 years,653,"4,354",541,344,11,859,
09/30/2020,02/01/2020,09/26/2020,Louisiana,Male,75-84 years,742,"4,282",550,359,,940,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Male,85 years and over,509,"3,274",418,265,,666,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Female,All Ages,"2,256","16,780","1,688","1,064",40,"2,917",
09/30/2020,02/01/2020,09/26/2020,Louisiana,Female,Under 1 year,,99,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Female,0-17 years,,148,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Female,1-4 years,0,12,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Female,5-14 years,0,23,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Female,15-24 years,,115,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Female,18-29 years,10,203,16,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Female,25-34 years,17,268,18,10,0,25,
09/30/2020,02/01/2020,09/26/2020,Louisiana,Female,30-49 years,96,940,62,41,,121,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Female,35-44 years,49,448,34,22,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Female,45-54 years,103,846,71,43,,140,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Female,50-64 years,346,"2,593",279,172,10,461,
09/30/2020,02/01/2020,09/26/2020,Louisiana,Female,55-64 years,280,"2,073",228,144,,366,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Female,65-74 years,428,"3,219",348,213,,570,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Female,75-84 years,660,"4,228",466,308,,826,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Female,85 years and over,715,"5,449",512,321,,914,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Louisiana,Unknown,All Ages,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Louisiana,Unknown,Under 1 year,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Louisiana,Unknown,0-17 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Louisiana,Unknown,1-4 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Louisiana,Unknown,5-14 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Louisiana,Unknown,15-24 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Louisiana,Unknown,18-29 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Louisiana,Unknown,25-34 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Louisiana,Unknown,30-49 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Louisiana,Unknown,35-44 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Louisiana,Unknown,45-54 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Louisiana,Unknown,50-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Louisiana,Unknown,55-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Louisiana,Unknown,65-74 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Louisiana,Unknown,75-84 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Louisiana,Unknown,85 years and over,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maine,All Sexes,All Ages,159,"10,046",632,36,31,786,
09/30/2020,02/01/2020,09/26/2020,Maine,Male,All Ages,75,"5,278",358,20,16,429,
09/30/2020,02/01/2020,09/26/2020,Maine,Male,Under 1 year,0,22,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maine,Male,0-17 years,0,47,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maine,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Male,15-24 years,0,61,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maine,Male,18-29 years,,103,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Male,25-34 years,,129,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Male,30-49 years,,375,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Male,35-44 years,,179,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Male,45-54 years,,332,,,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Male,50-64 years,,"1,008",38,,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Male,55-64 years,,798,32,,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Male,65-74 years,20,"1,139",83,,,99,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Male,75-84 years,22,"1,312",106,,,126,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Male,85 years and over,21,"1,294",123,,,141,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Female,All Ages,84,"4,768",274,16,15,357,
09/30/2020,02/01/2020,09/26/2020,Maine,Female,Under 1 year,0,20,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maine,Female,0-17 years,0,27,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Female,15-24 years,0,16,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maine,Female,18-29 years,0,36,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Female,25-34 years,0,46,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Female,30-49 years,,164,11,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Female,35-44 years,,77,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Female,45-54 years,,171,10,0,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Female,50-64 years,,531,26,0,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Female,55-64 years,,424,20,0,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Female,65-74 years,10,812,47,0,,59,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Female,75-84 years,26,"1,217",78,,,101,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Female,85 years and over,43,"1,981",111,,,154,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maine,Unknown,All Ages,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maine,Unknown,Under 1 year,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maine,Unknown,0-17 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maine,Unknown,1-4 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maine,Unknown,5-14 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maine,Unknown,15-24 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maine,Unknown,18-29 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maine,Unknown,25-34 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maine,Unknown,30-49 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maine,Unknown,35-44 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maine,Unknown,45-54 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maine,Unknown,50-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maine,Unknown,55-64 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maine,Unknown,65-74 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maine,Unknown,75-84 years,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maine,Unknown,85 years and over,0,0,0,0,0,0,
09/30/2020,02/01/2020,09/26/2020,Maryland,All Sexes,All Ages,"4,232","38,540","3,734","1,554",126,"6,522",
09/30/2020,02/01/2020,09/26/2020,Maryland,Male,All Ages,"2,162","19,668","1,979",832,60,"3,362",
09/30/2020,02/01/2020,09/26/2020,Maryland,Male,Under 1 year,0,123,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/30/2020,02/01/2020,09/26/2020,Maryland,Male,0-17 years,0,190,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
